contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+393684465452,Fabiana,Gallo  Franco,+393679054874,Antonietta,Rossi,Via Cristoforo Colombo,74023,54,Grottaglie,1992-01-30,+39323697956,FRRDGI92A30H536A,Diego,M,Ferrando,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-07-24 16:50:10,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,917,2020-12-12 00:00:00,vector vaccine,AstraZeneca,2021-08-21 16:50:10,2,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,309,2020-10-13 00:00:00,vector vaccine
+39382621731,Renata,Testa,+39331041322,Fabbrizio,Zagaria,Via Veneto,70123,2/a,Bari,1925-07-03,+393927877486,GRRRCC25L43D701F,Rebecca Florina,F,Guerriero,2021-11-16 16:22:43,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Negative,Molecular,2021-12-03 04:30:23,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Negative,Antigen,2021-12-12 05:17:05,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Antigen,,,,,,,,Pfizer-BioNTech,2021-06-22 17:42:50,1,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,117,2020-08-25 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-07-20 17:42:50,2,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,307,2020-10-06 00:00:00,mRNA vaccine
+393282987809,Irene,Caruso,+39375904173,Massimo,Russo,Via Cucca,36047,6,Montegaldella,1964-05-29,+39361567636,SNNCML64E69D376H,Carmela,F,Sanna,2021-12-08 03:08:20,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393164167001,Kimora,Esposito,+393601943023,Fatima,Bartolucci,Via Alcide De Gasperi,90146,221,Palermo,2002-06-06,+393393067323,DNRLRT02H06L047E,Alberto,M,Di Nardo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39385377082,Calogero,Melis,+39375625258,Dinu,Montanari,Via Badetto,25040,16,Ceto,1923-05-25,+393121061078,CRTNDR23E25L991Q,Andrea,M,Carta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-08-01 05:29:13,1,FRRDNT40P19B048J,Donato,Ferraro,61acd3e25ca7e964a122def4,277,2020-09-22 00:00:00,mRNA vaccine,,,,,,,,,,
+393702388040,Giorgio,Ferrari,+393846776643,Davide,Gamberini,Via M. Pagano,72024,72,Oria,1939-12-03,+39329026351,RCCGPR39T03D476I,Gian Piero,M,Rocca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-09-28 08:32:36,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,488,2020-11-08 00:00:00,vector vaccine,Johnson & Johnson,2021-10-26 08:32:36,2,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,368,2020-10-24 00:00:00,vector vaccine
+39365113249,Giandomenico,Gentile,+39343710853,Fabio,Marcon,Piazza Umberto I,90018,25,Termini Imerese,1990-07-01,+393463728147,CPTGPP90L01M264L,Giuseppe,M,Caputo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39387971039,Hysen,Santarsiero,+39398071949,Lindita,Russo,Piazza Giovanni Xxiii,71029,2/3,Troia,1981-05-03,+39329264888,GRNBRC81E43C086Z,Beatrice,F,Grandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-01-07 06:57:49,1,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,457,2020-11-07 00:00:00,mRNA vaccine,Moderna,2021-02-04 06:57:49,2,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,168,2020-09-08 00:00:00,mRNA vaccine
+39396814930,Ilaria,Romano,+393237206546,Khadija,Pintus,Via Roma,09020,64,Villamar,1994-09-26,+393438866705,MSSBNL94P66B381P,Brunilde,F,Messina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393796583310,Benedetto,Tanzi,+39393511506,Emiljano,Magnani,Piazza Ettore Castronovo,98121,37,Messina,1928-08-23,+39359917023,RSSMMD28M23C282B,Mamadou,M,Rosset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393774723690,Onofrio,Romagnoli,+393378882355,Marco,Ligorio,Via Dante,92028,92,Naro,1978-12-07,+393594678777,BNCNDR78T07C755S,Andrea,M,Bianchi,2021-12-07 19:55:00,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Negative,Antigen,2021-12-07 05:54:56,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,,,,,,,,,,,,,,,AstraZeneca,2021-08-17 12:48:02,1,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,917,2020-12-12 00:00:00,vector vaccine,AstraZeneca,2021-09-14 12:48:02,2,FRRDNT40P19B048J,Donato,Ferraro,61acd3e25ca7e964a122def4,917,2020-12-12 00:00:00,vector vaccine
+393610680908,Griselda,Mantovani,+393223496397,Giuseppe,Laganà,Via San Giuliano,81025,145,Marcianise,1939-09-29,+39382379652,GNTGPP39P69H308P,Giuseppina,F,Gentile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-05-09 12:37:46,1,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,168,2020-09-08 00:00:00,mRNA vaccine,,,,,,,,,,
+39344638662,Anna,Rossi,+39394228302,Riccardo,Messina,Via Cesarano,84016,99,Pagani,1993-09-23,+39359519639,MZZDNL93P63C456P,Daniela,F,Mazzoleno,2021-11-30 12:35:25,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-11-01 03:22:12,1,DLCGPR38H04G283M,Gaspare,De Luca,61acd3e25ca7e964a122def1,167,2020-09-06 00:00:00,mRNA vaccine,,,,,,,,,,
+39371643628,Bahija,Lai,+393101440051,Alessio,Rossi,Via San Pio X,193,1/a,Roma,1997-11-15,+393877474949,RSSLDJ97S15C574U,El Hadji Moctar,M,Rossi,2021-11-27 12:47:02,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-01-23 23:24:26,1,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,368,2020-10-24 00:00:00,mRNA vaccine,Moderna,2021-02-20 23:24:26,2,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,200,2020-09-15 00:00:00,mRNA vaccine
+393979264111,Sara,Fabbro,+39354542040,Luisa Pia,Di Giovanni,Via Nizzolina,21053,10,Castellanza,1922-10-15,+39358275766,GLNGNN22R55F600J,Giovanna,F,Giuliani,2021-11-26 15:37:43,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-06 23:05:38,1,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,200,2020-09-15 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-03 23:05:38,2,MROFNC01D19I025Y,Francesco Pio,Mora,61acd3e25ca7e964a122def3,256,2020-09-19 00:00:00,mRNA vaccine
+39392333711,Valeria,Fabbro,+39346902602,Mario,Carletti,Via G. Marconi,36056,14/b,Tezze Sul Brenta,1933-03-03,+39376125654,FRRNLT33C43B888R,Nicoleta Laura,F,Ferrara,2021-11-13 14:07:15,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,Positive,Molecular,2021-12-06 18:30:02,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Negative,Antigen,2021-11-19 08:54:28,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Molecular,2021-11-21 05:08:06,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Molecular,AstraZeneca,2021-10-27 08:00:11,1,MRLNRC22M59B172W,Enrica,Marelli,61acd3e25ca7e964a122deed,105,2020-08-17 00:00:00,vector vaccine,AstraZeneca,2021-11-24 08:00:11,2,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,277,2020-09-22 00:00:00,vector vaccine
+39387679533,Michele,Tassone,+393664012405,Alessio,Semprini,Via Saluzzo,12036,92,Revello,1994-01-27,+393884692572,GLLPGB94A67M208Q,Pina Gabriela,F,Gallo,2021-11-13 16:37:09,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-04-05 01:32:58,1,GNTRRT85R45B771E,Roberta,Gentile,61acd3e25ca7e964a122def2,569,2020-11-11 00:00:00,mRNA vaccine,Moderna,2021-05-03 01:32:58,2,FRLDNL93T63H531M,Daniela,Furlan,61acd3e25ca7e964a122def4,457,2020-11-07 00:00:00,mRNA vaccine
+39347752576,Justice,Ricci,+39354868318,Etmond,Giovannini,Via Arniense,66100,64,Chieti,1931-07-15,+39357816177,MRGDMA31L15E125M,Adam,M,Marega,2021-11-24 16:21:16,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-04-13 11:47:09,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,128,2020-08-27 00:00:00,mRNA vaccine,Moderna,2021-05-11 11:47:09,2,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,357,2020-10-19 00:00:00,mRNA vaccine
+393446427198,Matteo,Rossi,+393886810477,Alice,Mura,Via Castellamonte,10010,18/d,Banchette,1976-11-20,+39333767666,BCCRSR76S20I177T,Rosario,M,Bacci,2021-11-28 13:23:09,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39395261597,Oliviero,Marega,+393692829629,Andrea,Colombo,Corso Grosseto,10148,216/C,Torino,1989-02-02,+393512186783,NDRVCN89B02G712C,Vincenzo,M,Andrisani,2021-12-09 04:54:42,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Molecular,2021-11-22 07:36:32,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Antigen,,,,,,,,,,,,,,,Moderna,2021-07-01 08:55:09,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,168,2020-09-08 00:00:00,mRNA vaccine,,,,,,,,,,
+393467312794,Ervis,Marini,+393908516490,Anna Maria,Innocenti,Via Tuscolana,174,918/920,Roma,1948-06-20,+393319837760,BNCCHR48H60D575B,Chiara,F,Bianchi,2021-11-24 10:10:41,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-09-21 19:23:42,1,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,128,2020-08-27 00:00:00,mRNA vaccine,Moderna,2021-10-19 19:23:42,2,BRGGPP97B07G602X,Giuseppe,Brogi,61acd3e25ca7e964a122dee9,368,2020-10-24 00:00:00,mRNA vaccine
+39390238058,Aldo,Rossi,+39365451067,Giovanni,Redaelli,Via Sassari,07041,8,Alghero,1946-02-01,+39343640175,CRTGRZ46B41E659J,Grazia,F,Corti,2021-11-23 00:04:45,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-03-17 00:11:39,1,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,200,2020-09-15 00:00:00,mRNA vaccine,,,,,,,,,,
+39369693570,Maria Caterina,De Santis,+39352433574,Samuele,Repetto,Via Margarita,12100,8,Cuneo,1962-12-19,+393156067692,CCCNNN62T19C309L,Antonino,M,Ceccarelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-03 16:26:40,1,CSTLGN94R06F609J,Luigino,Costa,61acd3e25ca7e964a122def4,200,2020-09-15 00:00:00,vector vaccine,AstraZeneca,2021-10-31 16:26:40,2,DLCGPR38H04G283M,Gaspare,De Luca,61acd3e25ca7e964a122def1,307,2020-10-06 00:00:00,vector vaccine
+393854269159,Maria,Gori,+39348415950,Pietro,Fusco,Via Maglie,73020,78,Cursi,1987-06-07,+39343745956,RSSRLD87H47G619N,Romilda Lucia,F,Rossi,2021-11-14 15:40:34,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Positive,Antigen,2021-11-30 08:25:17,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,Negative,Molecular,,,,,,,,,,,,,,,Moderna,2021-02-18 16:28:45,1,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,444,2020-11-06 00:00:00,mRNA vaccine,Moderna,2021-03-18 16:28:45,2,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,128,2020-08-27 00:00:00,mRNA vaccine
+39330731240,Cinzia,Forte,+393123362878,Alice,Rossi,Piazza S. Toscana,37059,26,Zevio,1958-01-22,+393142006370,RZZTRS58A62F553I,Teresa,F,Rizzo,2021-12-09 02:24:01,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39360388554,Fiorenza Illeana,Russo,+393323981067,Alice,Capriotti,Via Mattarella,90011,14,Bagheria,1937-12-12,+39368194719,DDSMSM37T12G258X,Massimo Gian Bruno,M,Addis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-01-23 17:09:59,1,PNNPLA97H49C818K,Paola,Pinna,61acd3e25ca7e964a122deeb,307,2020-10-06 00:00:00,mRNA vaccine,Moderna,2021-02-20 17:09:59,2,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,117,2020-08-25 00:00:00,mRNA vaccine
+393990035258,Fabrizio,Biagini,+39373060620,Martina,Di Giovanni,Via Dell'acqua Bullicante,177,202,Roma,1981-12-11,+39370326848,RSSSFO81T51C963C,Sofia,F,Rossi,2021-12-07 12:30:04,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Antigen,2021-11-19 23:34:15,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Negative,Molecular,,,,,,,,,,,,,,,Johnson & Johnson,2021-08-24 16:49:13,1,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,488,2020-11-08 00:00:00,vector vaccine,Johnson & Johnson,2021-09-21 16:49:13,2,BLTSMN66M03C567C,Simone,Beltrami,61acd3e25ca7e964a122def1,457,2020-11-07 00:00:00,vector vaccine
+393663540634,Gabriele,Palmisano,+39351371863,Roberto,Paolucci,Via Roma,95019,327,Zafferana Etnea,1966-05-22,+39322400025,MSSRSO66E62H953Q,Rosa,F,Massaro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-07-09 10:46:13,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,569,2020-11-11 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-08-06 10:46:13,2,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,409,2020-10-30 00:00:00,mRNA vaccine
+39350966976,El Mostafa,Randazzo,+393491644580,Rebecca,Bacci,Via Nazionale,52012,24,Chiusi Della Verna,1978-11-20,+393917490844,LMABRN78S20F126X,Bruno,M,Alaimo,2021-12-07 06:31:55,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Positive,Antigen,2021-11-13 15:44:35,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-09-19 06:26:02,1,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,488,2020-11-08 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-10-17 06:26:02,2,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,589,2020-12-03 00:00:00,mRNA vaccine
+39337831739,Silvana,Degano,+39381287072,Alberto,Ruggiero,Via Le Lame,70019,2,Triggiano,1997-02-07,+39338029121,RSSCLD97B07D568D,Claudio,M,Rossi,2021-12-03 09:00:16,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-19 09:10:34,1,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,307,2020-10-06 00:00:00,vector vaccine,,,,,,,,,,
+39378721928,Secondo,Casadei,+393442159434,Rita,Ferrero,Via Nazionale Delle Puglie C. Merdiana,80013,26-28-30,Casalnuovo Di Napoli,1947-08-01,+393671916550,SMPGRD47M01F715K,Greidi,M,Semprini,2021-12-09 02:04:44,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-01-10 11:40:22,1,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,307,2020-10-06 00:00:00,vector vaccine,AstraZeneca,2021-02-07 11:40:22,2,RMNSRG31M20L583K,Sergio,Romano,61acd3e25ca7e964a122dee7,350,2020-10-17 00:00:00,vector vaccine
+39341849354,Davide,Cremonesi,+39396236472,Ayoub,Baldi,Via Roma,45020,63,Villanova Del Ghebbo,2003-09-29,+393102611836,RSSLNZ03P69D154P,Lorenza,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-08-15 19:37:17,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,409,2020-10-30 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-09-12 19:37:17,2,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,368,2020-10-24 00:00:00,mRNA vaccine
+39339722960,Antonietta,Costa,+393971970358,Sokol,Moretti,Via Di Giramonte,59100,23,Prato,1965-07-18,+393747343436,BGNPRZ65L58E451K,Patrizia,F,Biagini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39345638899,Fulvia,Ricci,+39386776570,Matea,Bertolussi,Corso Umberto,74020,42,San Marzano Di San Giuseppe,1998-03-04,+393606568128,RSSNMR98C44B565K,Anna Maria,F,Russo,2021-11-29 22:05:07,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Negative,Molecular,2021-11-21 05:46:16,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Negative,Antigen,2021-12-05 08:08:40,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Positive,Antigen,2021-11-15 20:35:22,SCCVHB79R10D921Q,Vehbi,Sacco,61acd3e25ca7e964a122deef,Negative,Antigen,Johnson & Johnson,2021-01-15 03:24:19,1,PLCLRT48C02C224Y,Alberto Christian,Paolucci,61acd3e25ca7e964a122def1,350,2020-10-17 00:00:00,vector vaccine,,,,,,,,,,
+39335224811,Giuseppe,Giordano,+39380486531,Giulia,De Santis,Via Epomeo,80126,489,Napoli,1952-10-18,+39351350661,MNTMHL52R18F156X,Michele,M,Mantovani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393260785426,Eleonora,Fornara,+39353892744,Maristella,Russo,Via Castello,13033,4,Costanzana,1951-10-27,+393271258839,RCCFNC51R27A291T,Francesco,M,Ricci,2021-11-16 01:00:38,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393557359166,Marcello,Mariani,+39399878368,Elio Angelo,Tanzi,Via Giovanni Xxiii,92100,108 A-b-c,Agrigento,1986-08-07,+393290718103,RSSVNC86M47F061B,Veronica,F,Russo,2021-12-12 16:25:45,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Molecular,2021-12-04 20:53:54,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39394317035,Giulia,Costa,+39391288621,Angelo,Mura,Largo Plebiscito,70043,5,Monopoli,1999-04-28,+393481058635,CLCPRI99D28E036D,Piero,M,Colucci,2021-11-20 20:03:15,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,Negative,Antigen,2021-11-22 15:12:28,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,Positive,Antigen,,,,,,,,,,,,,,,AstraZeneca,2021-07-19 00:03:07,1,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,277,2020-09-22 00:00:00,vector vaccine,,,,,,,,,,
+39374975120,Fabio,Ferrari,+39349970455,Serena,Di Mauro,Strada Trasimeno Ovest,06132,159/z/18,Perugia,1939-03-29,+393743919620,PSTMSM39C29B067K,Massimo,M,Pastorino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-03 09:26:08,1,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,457,2020-11-07 00:00:00,vector vaccine,Johnson & Johnson,2021-12-01 09:26:08,2,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,368,2020-10-24 00:00:00,vector vaccine
+39337531757,Silvija,Ferrari,+393944363235,Angelica Elena,Vella,Viale Roma,53021,26,Abbadia San Salvatore,1999-12-31,+393999811980,FSLMRS99T71G365A,Marisa,F,Fasoli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-04-12 20:22:14,1,CRSGPP88D18I202A,Giuseppe,Caruso,61acd3e25ca7e964a122def3,289,2020-09-28 00:00:00,vector vaccine,,,,,,,,,,
+393571165376,Massimo,Guastone,+393589462931,Francesco,Piscitelli,Corso Umberto I,80138,391,Napoli,1951-02-01,+39349638321,CNTLTZ51B41H937S,Letizia,F,Conti,2021-11-28 13:52:00,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Positive,Antigen,2021-11-13 12:53:46,RCCGNN75M07D458R,Giovanni Carlo,Ricci,61acd3e25ca7e964a122deed,Positive,Molecular,2021-11-22 21:57:33,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Positive,Molecular,2021-11-15 03:53:28,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Negative,Molecular,Pfizer-BioNTech,2021-06-07 04:44:34,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,145,2020-09-02 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-07-05 04:44:34,2,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,899,2020-12-06 00:00:00,mRNA vaccine
+39342749203,Marco,Lai,+393611499213,Adriana,Di Mauro,Viale Cadorna,21052,31/B,Busto Arsizio,1944-09-25,+393330438090,LMBGLI44P65H194Q,Giulia,F,Lombardo,2021-11-30 02:35:34,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39392380097,Isabella,Basso,+393581910563,Sajma,Carvelli,Via Roma,33081,32/A,Aviano,1993-12-18,+393374959937,NNCMRT93T18G754Q,Umberto Bruno,M,Innocenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-18 17:34:42,1,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,569,2020-11-11 00:00:00,vector vaccine,,,,,,,,,,
+39338895528,Lorenzo,Forte,+393351879418,Amalia,Messina,Via Trento,84100,48/B,Salerno,2001-12-31,+39370422032,FVRGPP01T71F332F,Giuseppina,F,Favero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39397564297,Giuseppina,Favre,+39347554834,Enxhi,Gentile,Via Giardina,97016,4,Pozzallo,1990-11-28,+393808625070,BNCGNC90S68B989Z,Gaetanuccia,F,Bianchi,2021-11-23 09:47:08,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-01-26 07:40:43,1,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,917,2020-12-12 00:00:00,vector vaccine,AstraZeneca,2021-02-23 07:40:43,2,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,457,2020-11-07 00:00:00,vector vaccine
+393276621721,Rebecca,Tiozzo,+393642286906,Liljana,De Angelis,Via Mola,70018,58,Rutigliano,1996-11-28,+39338385875,GNTPLG96S28L725O,Pier Luigi,M,Gentile,2021-12-09 00:37:01,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
